Insurer,Ward Class,Plan Type,Plan Name,Age,Premium in MA,Premium in Cash
AIA,Private,Rider,Max VitalHealth A,95,0,9382
AIA,Private,Rider,Max VitalHealth A,96,0,9696
AIA,Private,Rider,Max VitalHealth A,97,0,9696
AIA,Private,Rider,Max VitalHealth A,98,0,9696
AIA,Private,Rider,Max VitalHealth A,99,0,10020
AIA,Private,Rider,Max VitalHealth A,100,0,10020
AIA,Private,Rider,Max VitalHealth A,101,0,10020
AIA,Private,Rider,Max VitalHealth A,102,0,10020
AIA,Private,Rider,Max VitalHealth A,103,0,10020
AIA,Private,Rider,Max VitalHealth A,104,0,10020
AIA,Private,Rider,Max VitalHealth A,105,0,10020
AIA,Private,Rider,Max VitalHealth A,106,0,10020
AIA,Private,Rider,Max VitalHealth A,107,0,10020
AIA,Private,Rider,Max VitalHealth A,108,0,10020
AIA,Private,Rider,Max VitalHealth A,109,0,10020
AIA,Private,Rider,Max VitalHealth A,110,0,10020
AIA,Private,Rider,Max VitalHealth A,111,0,10020
AIA,Private,Rider,Max VitalHealth A,112,0,10020
AIA,Private,Rider,Max VitalHealth A,113,0,10020
AIA,Private,Rider,Max VitalHealth A,114,0,10020
AIA,Private,Rider,Max VitalHealth A,115,0,10020
AIA,Private,Rider,Max VitalHealth A,116,0,10020
AIA,Private,Rider,Max VitalHealth A,117,0,10020
AIA,Private,Rider,Max VitalHealth A,118,0,10020
AIA,Private,Rider,Max VitalHealth A,119,0,10020
AIA,Private,Rider,Max VitalHealth A,120,0,10020
AIA,Private,Rider,Max VitalHealth A,121,0,10020
AIA,Private,Rider,Max VitalHealth A,122,0,10020
AIA,Private,Rider,Max VitalHealth A,123,0,10020
AIA,Private,Rider,Max VitalHealth A,124,0,10020
AIA,Private,Rider,Max VitalHealth A,125,0,10020
AIA,Private,Rider,Max VitalHealth A,126,0,10020
AIA,Private,Rider,Max VitalHealth A,127,0,10020
AIA,Private,Rider,Max VitalHealth A,128,0,10020
AIA,Private,Rider,Max VitalHealth A,129,0,10020
AIA,Private,Rider,Max VitalHealth A,130,0,10020
AIA,Private,Rider,Max VitalHealth A,131,0,10020
AIA,Private,Rider,Max VitalHealth A,132,0,10020
AIA,Private,Rider,Max VitalHealth A,133,0,10020
AIA,Private,Rider,Max VitalHealth A,134,0,10020
AIA,Private,Rider,Max VitalHealth A,135,0,10020
AIA,Private,Rider,Max VitalHealth A,136,0,10020
AIA,Private,Rider,Max VitalHealth A,137,0,10020
AIA,Private,Rider,Max VitalHealth A,138,0,10020
AIA,Private,Rider,Max VitalHealth A,139,0,10020
AIA,Private,Rider,Max VitalHealth A,140,0,10020
AIA,Private,Rider,Max VitalHealth A,141,0,10020
AIA,Private,Rider,Max VitalHealth A,142,0,10020
AIA,Private,Rider,Max VitalHealth A,143,0,10020
AIA,Private,Rider,Max VitalHealth A,144,0,10020
AIA,Private,Rider,Max VitalHealth A,145,0,10020
AIA,Private,Rider,Max VitalHealth A,146,0,10020
AIA,Private,Rider,Max VitalHealth A,147,0,10020
AIA,Private,Rider,Max VitalHealth A,148,0,10020
AIA,Private,Rider,Max VitalHealth A,149,0,10020
AIA,Private,Rider,Max VitalHealth A,150,0,10020
AIA,Private,Rider,Max VitalHealth A Value,1,0,346.35
AIA,Private,Rider,Max VitalHealth A Value,2,0,346.35
AIA,Private,Rider,Max VitalHealth A Value,3,0,346.35
AIA,Private,Rider,Max VitalHealth A Value,4,0,346.35
AIA,Private,Rider,Max VitalHealth A Value,5,0,346.35
AIA,Private,Rider,Max VitalHealth A Value,6,0,346.35
AIA,Private,Rider,Max VitalHealth A Value,7,0,346.35
AIA,Private,Rider,Max VitalHealth A Value,8,0,346.35
AIA,Private,Rider,Max VitalHealth A Value,9,0,346.35
AIA,Private,Rider,Max VitalHealth A Value,10,0,346.35
AIA,Private,Rider,Max VitalHealth A Value,11,0,346.35
AIA,Private,Rider,Max VitalHealth A Value,12,0,346.35
AIA,Private,Rider,Max VitalHealth A Value,13,0,346.35
AIA,Private,Rider,Max VitalHealth A Value,14,0,346.35
AIA,Private,Rider,Max VitalHealth A Value,15,0,346.35
AIA,Private,Rider,Max VitalHealth A Value,16,0,314.77
AIA,Private,Rider,Max VitalHealth A Value,17,0,314.77
AIA,Private,Rider,Max VitalHealth A Value,18,0,314.77
AIA,Private,Rider,Max VitalHealth A Value,19,0,314.77
AIA,Private,Rider,Max VitalHealth A Value,20,0,314.77
AIA,Private,Rider,Max VitalHealth A Value,21,0,314.77
AIA,Private,Rider,Max VitalHealth A Value,22,0,314.77
AIA,Private,Rider,Max VitalHealth A Value,23,0,314.77
AIA,Private,Rider,Max VitalHealth A Value,24,0,314.77
AIA,Private,Rider,Max VitalHealth A Value,25,0,314.77
AIA,Private,Rider,Max VitalHealth A Value,26,0,314.77
AIA,Private,Rider,Max VitalHealth A Value,27,0,314.77
AIA,Private,Rider,Max VitalHealth A Value,28,0,314.77
AIA,Private,Rider,Max VitalHealth A Value,29,0,314.77
AIA,Private,Rider,Max VitalHealth A Value,30,0,314.77
AIA,Private,Rider,Max VitalHealth A Value,31,0,351.44
AIA,Private,Rider,Max VitalHealth A Value,32,0,351.44
AIA,Private,Rider,Max VitalHealth A Value,33,0,351.44
AIA,Private,Rider,Max VitalHealth A Value,34,0,351.44
AIA,Private,Rider,Max VitalHealth A Value,35,0,351.44
AIA,Private,Rider,Max VitalHealth A Value,36,0,351.44
AIA,Private,Rider,Max VitalHealth A Value,37,0,351.44
AIA,Private,Rider,Max VitalHealth A Value,38,0,351.44
AIA,Private,Rider,Max VitalHealth A Value,39,0,351.44
AIA,Private,Rider,Max VitalHealth A Value,40,0,351.44
AIA,Private,Rider,Max VitalHealth A Value,41,0,434.98
AIA,Private,Rider,Max VitalHealth A Value,42,0,434.98
AIA,Private,Rider,Max VitalHealth A Value,43,0,434.98
AIA,Private,Rider,Max VitalHealth A Value,44,0,434.98
AIA,Private,Rider,Max VitalHealth A Value,45,0,434.98
AIA,Private,Rider,Max VitalHealth A Value,46,0,546.01
AIA,Private,Rider,Max VitalHealth A Value,47,0,546.01
AIA,Private,Rider,Max VitalHealth A Value,48,0,546.01
AIA,Private,Rider,Max VitalHealth A Value,49,0,546.01
AIA,Private,Rider,Max VitalHealth A Value,50,0,546.01
AIA,Private,Rider,Max VitalHealth A Value,51,0,699.84
AIA,Private,Rider,Max VitalHealth A Value,52,0,699.84
AIA,Private,Rider,Max VitalHealth A Value,53,0,699.84
AIA,Private,Rider,Max VitalHealth A Value,54,0,699.84
AIA,Private,Rider,Max VitalHealth A Value,55,0,699.84
AIA,Private,Rider,Max VitalHealth A Value,56,0,974.88
AIA,Private,Rider,Max VitalHealth A Value,57,0,974.88
AIA,Private,Rider,Max VitalHealth A Value,58,0,974.88
AIA,Private,Rider,Max VitalHealth A Value,59,0,974.88
AIA,Private,Rider,Max VitalHealth A Value,60,0,974.88
AIA,Private,Rider,Max VitalHealth A Value,61,0,1310.03
AIA,Private,Rider,Max VitalHealth A Value,62,0,1310.03
AIA,Private,Rider,Max VitalHealth A Value,63,0,1310.03
AIA,Private,Rider,Max VitalHealth A Value,64,0,1310.03
AIA,Private,Rider,Max VitalHealth A Value,65,0,1310.03
AIA,Private,Rider,Max VitalHealth A Value,66,0,1730.75
AIA,Private,Rider,Max VitalHealth A Value,67,0,1730.75
AIA,Private,Rider,Max VitalHealth A Value,68,0,1730.75
AIA,Private,Rider,Max VitalHealth A Value,69,0,2088.31
AIA,Private,Rider,Max VitalHealth A Value,70,0,2088.31
AIA,Private,Rider,Max VitalHealth A Value,71,0,2285.94
AIA,Private,Rider,Max VitalHealth A Value,72,0,2285.94
AIA,Private,Rider,Max VitalHealth A Value,73,0,2285.94
AIA,Private,Rider,Max VitalHealth A Value,74,0,2444.85
AIA,Private,Rider,Max VitalHealth A Value,75,0,2444.85
AIA,Private,Rider,Max VitalHealth A Value,76,0,2640.44
AIA,Private,Rider,Max VitalHealth A Value,77,0,2640.44
AIA,Private,Rider,Max VitalHealth A Value,78,0,2640.44
AIA,Private,Rider,Max VitalHealth A Value,79,0,2799.36
AIA,Private,Rider,Max VitalHealth A Value,80,0,2799.36
AIA,Private,Rider,Max VitalHealth A Value,81,0,2970.5
AIA,Private,Rider,Max VitalHealth A Value,82,0,2970.5
AIA,Private,Rider,Max VitalHealth A Value,83,0,2970.5
AIA,Private,Rider,Max VitalHealth A Value,84,0,3149.79
AIA,Private,Rider,Max VitalHealth A Value,85,0,3149.79
AIA,Private,Rider,Max VitalHealth A Value,86,0,3340.28
AIA,Private,Rider,Max VitalHealth A Value,87,0,3340.28
AIA,Private,Rider,Max VitalHealth A Value,88,0,3340.28
AIA,Private,Rider,Max VitalHealth A Value,89,0,3451.32
AIA,Private,Rider,Max VitalHealth A Value,90,0,3451.32
AIA,Private,Rider,Max VitalHealth A Value,91,0,3566.43
AIA,Private,Rider,Max VitalHealth A Value,92,0,3566.43
AIA,Private,Rider,Max VitalHealth A Value,93,0,3566.43
AIA,Private,Rider,Max VitalHealth A Value,94,0,3566.43
AIA,Private,Rider,Max VitalHealth A Value,95,0,3685.62
AIA,Private,Rider,Max VitalHealth A Value,96,0,3808.88
AIA,Private,Rider,Max VitalHealth A Value,97,0,3808.88
AIA,Private,Rider,Max VitalHealth A Value,98,0,3808.88
AIA,Private,Rider,Max VitalHealth A Value,99,0,3808.88
AIA,Private,Rider,Max VitalHealth A Value,100,0,3808.88
AIA,Private,Rider,Max VitalHealth A Value,101,0,3808.88
AIA,Private,Rider,Max VitalHealth A Value,102,0,3808.88
AIA,Private,Rider,Max VitalHealth A Value,103,0,3808.88
AIA,Private,Rider,Max VitalHealth A Value,104,0,3808.88
AIA,Private,Rider,Max VitalHealth A Value,105,0,3808.88
AIA,Private,Rider,Max VitalHealth A Value,106,0,3808.88
AIA,Private,Rider,Max VitalHealth A Value,107,0,3808.88
AIA,Private,Rider,Max VitalHealth A Value,108,0,3808.88
AIA,Private,Rider,Max VitalHealth A Value,109,0,3808.88
AIA,Private,Rider,Max VitalHealth A Value,110,0,3808.88
AIA,Private,Rider,Max VitalHealth A Value,111,0,3808.88
AIA,Private,Rider,Max VitalHealth A Value,112,0,3808.88
AIA,Private,Rider,Max VitalHealth A Value,113,0,3808.88
AIA,Private,Rider,Max VitalHealth A Value,114,0,3808.88
AIA,Private,Rider,Max VitalHealth A Value,115,0,3808.88
AIA,Private,Rider,Max VitalHealth A Value,116,0,3808.88
AIA,Private,Rider,Max VitalHealth A Value,117,0,3808.88
AIA,Private,Rider,Max VitalHealth A Value,118,0,3808.88
AIA,Private,Rider,Max VitalHealth A Value,119,0,3808.88
AIA,Private,Rider,Max VitalHealth A Value,120,0,3808.88
AIA,Private,Rider,Max VitalHealth A Value,121,0,3808.88
AIA,Private,Rider,Max VitalHealth A Value,122,0,3808.88
AIA,Private,Rider,Max VitalHealth A Value,123,0,3808.88
AIA,Private,Rider,Max VitalHealth A Value,124,0,3808.88
AIA,Private,Rider,Max VitalHealth A Value,125,0,3808.88
AIA,Private,Rider,Max VitalHealth A Value,126,0,3808.88
AIA,Private,Rider,Max VitalHealth A Value,127,0,3808.88
AIA,Private,Rider,Max VitalHealth A Value,128,0,3808.88
AIA,Private,Rider,Max VitalHealth A Value,129,0,3808.88
AIA,Private,Rider,Max VitalHealth A Value,130,0,3808.88
AIA,Private,Rider,Max VitalHealth A Value,131,0,3808.88
AIA,Private,Rider,Max VitalHealth A Value,132,0,3808.88
AIA,Private,Rider,Max VitalHealth A Value,133,0,3808.88
AIA,Private,Rider,Max VitalHealth A Value,134,0,3808.88
AIA,Private,Rider,Max VitalHealth A Value,135,0,3808.88
AIA,Private,Rider,Max VitalHealth A Value,136,0,3808.88
AIA,Private,Rider,Max VitalHealth A Value,137,0,3808.88
AIA,Private,Rider,Max VitalHealth A Value,138,0,3808.88
AIA,Private,Rider,Max VitalHealth A Value,139,0,3808.88
AIA,Private,Rider,Max VitalHealth A Value,140,0,3808.88
AIA,Private,Rider,Max VitalHealth A Value,141,0,3808.88
AIA,Private,Rider,Max VitalHealth A Value,142,0,3808.88
AIA,Private,Rider,Max VitalHealth A Value,143,0,3808.88
AIA,Private,Rider,Max VitalHealth A Value,144,0,3808.88
AIA,Private,Rider,Max VitalHealth A Value,145,0,3808.88
AIA,Private,Rider,Max VitalHealth A Value,146,0,3808.88
AIA,Private,Rider,Max VitalHealth A Value,147,0,3808.88
AIA,Private,Rider,Max VitalHealth A Value,148,0,3808.88
AIA,Private,Rider,Max VitalHealth A Value,149,0,3808.88
AIA,Private,Rider,Max VitalHealth A Value,150,0,3808.88
AIA,A Ward,Base,HealthShield Gold Max B,1,103.9,0
AIA,A Ward,Base,HealthShield Gold Max B,2,103.9,0
AIA,A Ward,Base,HealthShield Gold Max B,3,103.9,0
AIA,A Ward,Base,HealthShield Gold Max B,4,103.9,0
AIA,A Ward,Base,HealthShield Gold Max B,5,103.9,0
AIA,A Ward,Base,HealthShield Gold Max B,6,103.9,0
AIA,A Ward,Base,HealthShield Gold Max B,7,103.9,0
AIA,A Ward,Base,HealthShield Gold Max B,8,103.9,0
AIA,A Ward,Base,HealthShield Gold Max B,9,103.9,0
AIA,A Ward,Base,HealthShield Gold Max B,10,103.9,0
AIA,A Ward,Base,HealthShield Gold Max B,11,103.9,0
AIA,A Ward,Base,HealthShield Gold Max B,12,103.9,0
AIA,A Ward,Base,HealthShield Gold Max B,13,103.9,0
AIA,A Ward,Base,HealthShield Gold Max B,14,103.9,0
AIA,A Ward,Base,HealthShield Gold Max B,15,103.9,0
AIA,A Ward,Base,HealthShield Gold Max B,16,103.9,0
AIA,A Ward,Base,HealthShield Gold Max B,17,103.9,0
AIA,A Ward,Base,HealthShield Gold Max B,18,103.9,0
AIA,A Ward,Base,HealthShield Gold Max B,19,103.9,0
AIA,A Ward,Base,HealthShield Gold Max B,20,103.9,0
AIA,A Ward,Base,HealthShield Gold Max B,21,111.03,0
AIA,A Ward,Base,HealthShield Gold Max B,22,111.03,0
AIA,A Ward,Base,HealthShield Gold Max B,23,111.03,0
AIA,A Ward,Base,HealthShield Gold Max B,24,111.03,0
AIA,A Ward,Base,HealthShield Gold Max B,25,111.03,0
AIA,A Ward,Base,HealthShield Gold Max B,26,111.03,0
AIA,A Ward,Base,HealthShield Gold Max B,27,111.03,0
AIA,A Ward,Base,HealthShield Gold Max B,28,111.03,0
AIA,A Ward,Base,HealthShield Gold Max B,29,111.03,0
AIA,A Ward,Base,HealthShield Gold Max B,30,111.03,0
AIA,A Ward,Base,HealthShield Gold Max B,31,171.14,0
AIA,A Ward,Base,HealthShield Gold Max B,32,171.14,0
AIA,A Ward,Base,HealthShield Gold Max B,33,171.14,0
AIA,A Ward,Base,HealthShield Gold Max B,34,171.14,0
AIA,A Ward,Base,HealthShield Gold Max B,35,171.14,0
AIA,A Ward,Base,HealthShield Gold Max B,36,171.14,0
AIA,A Ward,Base,HealthShield Gold Max B,37,171.14,0
AIA,A Ward,Base,HealthShield Gold Max B,38,171.14,0
AIA,A Ward,Base,HealthShield Gold Max B,39,171.14,0
AIA,A Ward,Base,HealthShield Gold Max B,40,171.14,0
AIA,A Ward,Base,HealthShield Gold Max B,41,334.13,0
AIA,A Ward,Base,HealthShield Gold Max B,42,334.13,0
AIA,A Ward,Base,HealthShield Gold Max B,43,334.13,0
AIA,A Ward,Base,HealthShield Gold Max B,44,334.13,0
AIA,A Ward,Base,HealthShield Gold Max B,45,334.13,0
AIA,A Ward,Base,HealthShield Gold Max B,46,334.13,0
AIA,A Ward,Base,HealthShield Gold Max B,47,334.13,0
AIA,A Ward,Base,HealthShield Gold Max B,48,334.13,0
AIA,A Ward,Base,HealthShield Gold Max B,49,334.13,0
AIA,A Ward,Base,HealthShield Gold Max B,50,334.13,0
AIA,A Ward,Base,HealthShield Gold Max B,51,468.59,0
AIA,A Ward,Base,HealthShield Gold Max B,52,468.59,0
AIA,A Ward,Base,HealthShield Gold Max B,53,468.59,0
AIA,A Ward,Base,HealthShield Gold Max B,54,468.59,0
AIA,A Ward,Base,HealthShield Gold Max B,55,468.59,0
AIA,A Ward,Base,HealthShield Gold Max B,56,510.36,0
AIA,A Ward,Base,HealthShield Gold Max B,57,510.36,0
AIA,A Ward,Base,HealthShield Gold Max B,58,510.36,0
AIA,A Ward,Base,HealthShield Gold Max B,59,510.36,0
AIA,A Ward,Base,HealthShield Gold Max B,60,510.36,0
AIA,A Ward,Base,HealthShield Gold Max B,61,600,143.64
AIA,A Ward,Base,HealthShield Gold Max B,62,600,143.64
AIA,A Ward,Base,HealthShield Gold Max B,63,600,143.64
AIA,A Ward,Base,HealthShield Gold Max B,64,600,143.64
AIA,A Ward,Base,HealthShield Gold Max B,65,600,143.64
AIA,A Ward,Base,HealthShield Gold Max B,66,600,789.49
AIA,A Ward,Base,HealthShield Gold Max B,67,600,789.49
AIA,A Ward,Base,HealthShield Gold Max B,68,600,789.49
AIA,A Ward,Base,HealthShield Gold Max B,69,600,789.49
AIA,A Ward,Base,HealthShield Gold Max B,70,600,789.49
AIA,A Ward,Base,HealthShield Gold Max B,71,900,1021.25
AIA,A Ward,Base,HealthShield Gold Max B,72,900,1021.25
AIA,A Ward,Base,HealthShield Gold Max B,73,900,1021.25
AIA,A Ward,Base,HealthShield Gold Max B,74,900,1177.11
AIA,A Ward,Base,HealthShield Gold Max B,75,900,1177.11
AIA,A Ward,Base,HealthShield Gold Max B,76,900,2056.24
AIA,A Ward,Base,HealthShield Gold Max B,77,900,2056.24
AIA,A Ward,Base,HealthShield Gold Max B,78,900,2056.24
AIA,A Ward,Base,HealthShield Gold Max B,79,900,2068.46
AIA,A Ward,Base,HealthShield Gold Max B,80,900,2068.46
AIA,A Ward,Base,HealthShield Gold Max B,81,900,2124.49
AIA,A Ward,Base,HealthShield Gold Max B,82,900,2124.49
AIA,A Ward,Base,HealthShield Gold Max B,83,900,2124.49
AIA,A Ward,Base,HealthShield Gold Max B,84,900,2200.89
AIA,A Ward,Base,HealthShield Gold Max B,85,900,2200.89
AIA,A Ward,Base,HealthShield Gold Max B,86,900,2304.8
AIA,A Ward,Base,HealthShield Gold Max B,87,900,2304.8
AIA,A Ward,Base,HealthShield Gold Max B,88,900,2304.8
AIA,A Ward,Base,HealthShield Gold Max B,89,900,2479
AIA,A Ward,Base,HealthShield Gold Max B,90,900,2479
AIA,A Ward,Base,HealthShield Gold Max B,91,900,2765.25
AIA,A Ward,Base,HealthShield Gold Max B,92,900,2765.25
AIA,A Ward,Base,HealthShield Gold Max B,93,900,2765.25
AIA,A Ward,Base,HealthShield Gold Max B,94,900,3056.59
AIA,A Ward,Base,HealthShield Gold Max B,95,900,3056.59
AIA,A Ward,Base,HealthShield Gold Max B,96,900,3522.14
AIA,A Ward,Base,HealthShield Gold Max B,97,900,3522.14
AIA,A Ward,Base,HealthShield Gold Max B,98,900,3522.14
AIA,A Ward,Base,HealthShield Gold Max B,99,900,3860.34
AIA,A Ward,Base,HealthShield Gold Max B,100,900,3860.34
AIA,A Ward,Base,HealthShield Gold Max B,101,900,3860.34
AIA,A Ward,Base,HealthShield Gold Max B,102,900,3860.34
AIA,A Ward,Base,HealthShield Gold Max B,103,900,3860.34
AIA,A Ward,Base,HealthShield Gold Max B,104,900,3860.34
AIA,A Ward,Base,HealthShield Gold Max B,105,900,3860.34
AIA,A Ward,Base,HealthShield Gold Max B,106,900,3860.34
AIA,A Ward,Base,HealthShield Gold Max B,107,900,3860.34
AIA,A Ward,Base,HealthShield Gold Max B,108,900,3860.34
AIA,A Ward,Base,HealthShield Gold Max B,109,900,3860.34
AIA,A Ward,Base,HealthShield Gold Max B,110,900,3860.34
AIA,A Ward,Base,HealthShield Gold Max B,111,900,3860.34
AIA,A Ward,Base,HealthShield Gold Max B,112,900,3860.34
AIA,A Ward,Base,HealthShield Gold Max B,113,900,3860.34
AIA,A Ward,Base,HealthShield Gold Max B,114,900,3860.34
AIA,A Ward,Base,HealthShield Gold Max B,115,900,3860.34
AIA,A Ward,Base,HealthShield Gold Max B,116,900,3860.34
AIA,A Ward,Base,HealthShield Gold Max B,117,900,3860.34
AIA,A Ward,Base,HealthShield Gold Max B,118,900,3860.34
AIA,A Ward,Base,HealthShield Gold Max B,119,900,3860.34
AIA,A Ward,Base,HealthShield Gold Max B,120,900,3860.34
AIA,A Ward,Base,HealthShield Gold Max B,121,900,3860.34
AIA,A Ward,Base,HealthShield Gold Max B,122,900,3860.34
AIA,A Ward,Base,HealthShield Gold Max B,123,900,3860.34
AIA,A Ward,Base,HealthShield Gold Max B,124,900,3860.34
AIA,A Ward,Base,HealthShield Gold Max B,125,900,3860.34
AIA,A Ward,Base,HealthShield Gold Max B,126,900,3860.34
AIA,A Ward,Base,HealthShield Gold Max B,127,900,3860.34
AIA,A Ward,Base,HealthShield Gold Max B,128,900,3860.34
AIA,A Ward,Base,HealthShield Gold Max B,129,900,3860.34
AIA,A Ward,Base,HealthShield Gold Max B,130,900,3860.34
AIA,A Ward,Base,HealthShield Gold Max B,131,900,3860.34
AIA,A Ward,Base,HealthShield Gold Max B,132,900,3860.34
AIA,A Ward,Base,HealthShield Gold Max B,133,900,3860.34
AIA,A Ward,Base,HealthShield Gold Max B,134,900,3860.34
AIA,A Ward,Base,HealthShield Gold Max B,135,900,3860.34
AIA,A Ward,Base,HealthShield Gold Max B,136,900,3860.34
AIA,A Ward,Base,HealthShield Gold Max B,137,900,3860.34
AIA,A Ward,Base,HealthShield Gold Max B,138,900,3860.34
AIA,A Ward,Base,HealthShield Gold Max B,139,900,3860.34
AIA,A Ward,Base,HealthShield Gold Max B,140,900,3860.34
AIA,A Ward,Base,HealthShield Gold Max B,141,900,3860.34
AIA,A Ward,Base,HealthShield Gold Max B,142,900,3860.34
AIA,A Ward,Base,HealthShield Gold Max B,143,900,3860.34
AIA,A Ward,Base,HealthShield Gold Max B,144,900,3860.34
AIA,A Ward,Base,HealthShield Gold Max B,145,900,3860.34
AIA,A Ward,Base,HealthShield Gold Max B,146,900,3860.34
AIA,A Ward,Base,HealthShield Gold Max B,147,900,3860.34
AIA,A Ward,Base,HealthShield Gold Max B,148,900,3860.34
AIA,A Ward,Base,HealthShield Gold Max B,149,900,3860.34
AIA,A Ward,Base,HealthShield Gold Max B,150,900,3860.34
AIA,A Ward,Rider,Max VitalHealth B,1,0,197.62
AIA,A Ward,Rider,Max VitalHealth B,2,0,197.62
AIA,A Ward,Rider,Max VitalHealth B,3,0,197.62
AIA,A Ward,Rider,Max VitalHealth B,4,0,197.62
AIA,A Ward,Rider,Max VitalHealth B,5,0,197.62
AIA,A Ward,Rider,Max VitalHealth B,6,0,197.62
AIA,A Ward,Rider,Max VitalHealth B,7,0,197.62
AIA,A Ward,Rider,Max VitalHealth B,8,0,197.62
AIA,A Ward,Rider,Max VitalHealth B,9,0,197.62
AIA,A Ward,Rider,Max VitalHealth B,10,0,197.62
AIA,A Ward,Rider,Max VitalHealth B,11,0,197.62
AIA,A Ward,Rider,Max VitalHealth B,12,0,197.62
AIA,A Ward,Rider,Max VitalHealth B,13,0,197.62
AIA,A Ward,Rider,Max VitalHealth B,14,0,197.62
AIA,A Ward,Rider,Max VitalHealth B,15,0,197.62
AIA,A Ward,Rider,Max VitalHealth B,16,0,197.62
AIA,A Ward,Rider,Max VitalHealth B,17,0,197.62
AIA,A Ward,Rider,Max VitalHealth B,18,0,197.62
AIA,A Ward,Rider,Max VitalHealth B,19,0,197.62
AIA,A Ward,Rider,Max VitalHealth B,20,0,197.62
AIA,A Ward,Rider,Max VitalHealth B,21,0,215.96
AIA,A Ward,Rider,Max VitalHealth B,22,0,215.96
AIA,A Ward,Rider,Max VitalHealth B,23,0,215.96
AIA,A Ward,Rider,Max VitalHealth B,24,0,215.96
AIA,A Ward,Rider,Max VitalHealth B,25,0,215.96
AIA,A Ward,Rider,Max VitalHealth B,26,0,215.96
AIA,A Ward,Rider,Max VitalHealth B,27,0,215.96
AIA,A Ward,Rider,Max VitalHealth B,28,0,215.96
AIA,A Ward,Rider,Max VitalHealth B,29,0,215.96
AIA,A Ward,Rider,Max VitalHealth B,30,0,215.96
AIA,A Ward,Rider,Max VitalHealth B,31,0,238.38
AIA,A Ward,Rider,Max VitalHealth B,32,0,238.38
AIA,A Ward,Rider,Max VitalHealth B,33,0,238.38
AIA,A Ward,Rider,Max VitalHealth B,34,0,238.38
AIA,A Ward,Rider,Max VitalHealth B,35,0,238.38
AIA,A Ward,Rider,Max VitalHealth B,36,0,238.38
AIA,A Ward,Rider,Max VitalHealth B,37,0,238.38
AIA,A Ward,Rider,Max VitalHealth B,38,0,238.38
AIA,A Ward,Rider,Max VitalHealth B,39,0,238.38
AIA,A Ward,Rider,Max VitalHealth B,40,0,238.38
AIA,A Ward,Rider,Max VitalHealth B,41,0,339.22
AIA,A Ward,Rider,Max VitalHealth B,42,0,339.22
AIA,A Ward,Rider,Max VitalHealth B,43,0,339.22
AIA,A Ward,Rider,Max VitalHealth B,44,0,339.22
AIA,A Ward,Rider,Max VitalHealth B,45,0,339.22
AIA,A Ward,Rider,Max VitalHealth B,46,0,339.22
AIA,A Ward,Rider,Max VitalHealth B,47,0,339.22
AIA,A Ward,Rider,Max VitalHealth B,48,0,339.22
AIA,A Ward,Rider,Max VitalHealth B,49,0,339.22
AIA,A Ward,Rider,Max VitalHealth B,50,0,339.22
AIA,A Ward,Rider,Max VitalHealth B,51,0,440.08
AIA,A Ward,Rider,Max VitalHealth B,52,0,440.08
AIA,A Ward,Rider,Max VitalHealth B,53,0,440.08
AIA,A Ward,Rider,Max VitalHealth B,54,0,440.08
AIA,A Ward,Rider,Max VitalHealth B,55,0,440.08
AIA,A Ward,Rider,Max VitalHealth B,56,0,637.7
AIA,A Ward,Rider,Max VitalHealth B,57,0,637.7
AIA,A Ward,Rider,Max VitalHealth B,58,0,637.7
AIA,A Ward,Rider,Max VitalHealth B,59,0,637.7
AIA,A Ward,Rider,Max VitalHealth B,60,0,637.7
AIA,A Ward,Rider,Max VitalHealth B,61,0,921.92
AIA,A Ward,Rider,Max VitalHealth B,62,0,921.92
AIA,A Ward,Rider,Max VitalHealth B,63,0,921.92
AIA,A Ward,Rider,Max VitalHealth B,64,0,921.92
AIA,A Ward,Rider,Max VitalHealth B,65,0,921.92
AIA,A Ward,Rider,Max VitalHealth B,66,0,1521.92
AIA,A Ward,Rider,Max VitalHealth B,67,0,1521.92
AIA,A Ward,Rider,Max VitalHealth B,68,0,1521.92
AIA,A Ward,Rider,Max VitalHealth B,69,0,1989.5
AIA,A Ward,Rider,Max VitalHealth B,70,0,1989.5
AIA,A Ward,Rider,Max VitalHealth B,71,0,2022.1
AIA,A Ward,Rider,Max VitalHealth B,72,0,2022.1
AIA,A Ward,Rider,Max VitalHealth B,73,0,2022.1
AIA,A Ward,Rider,Max VitalHealth B,74,0,2067.94
AIA,A Ward,Rider,Max VitalHealth B,75,0,2067.94
AIA,A Ward,Rider,Max VitalHealth B,76,0,2067.94
AIA,A Ward,Rider,Max VitalHealth B,77,0,2067.94
AIA,A Ward,Rider,Max VitalHealth B,78,0,2067.94
AIA,A Ward,Rider,Max VitalHealth B,79,0,2402.08
AIA,A Ward,Rider,Max VitalHealth B,80,0,2402.08
AIA,A Ward,Rider,Max VitalHealth B,81,0,2612.94
AIA,A Ward,Rider,Max VitalHealth B,82,0,2612.94
AIA,A Ward,Rider,Max VitalHealth B,83,0,2612.94
AIA,A Ward,Rider,Max VitalHealth B,84,0,2768.8
AIA,A Ward,Rider,Max VitalHealth B,85,0,2768.8
AIA,A Ward,Rider,Max VitalHealth B,86,0,2823.82
AIA,A Ward,Rider,Max VitalHealth B,87,0,2823.82
AIA,A Ward,Rider,Max VitalHealth B,88,0,2823.82
